132031431,354000.0,3.595,696,,696,GA,41,52,42051,348,PU
132050179,347000.0,3.5,732,,732,OR,45,52,42051,348,SF
132132250,300000.0,3.5,696,621.0,658,CA,47,50,42051,348,SF
132142821,281000.0,3.34,683,,683,MI,35,49,42051,348,SF
132148578,300000.0,3.467,743,,743,CA,48,47,42051,348,CO
132157965,404000.0,3.375,686,,686,CO,42,52,42051,348,SF
132199984,243000.0,3.595,701,672.0,686,AZ,41,49,42051,348,PU
132218235,824000.0,3.467,702,690.0,696,NJ,45,49,42051,348,SF
132236866,226000.0,3.085,698,,698,AZ,45,49,42051,348,PU
132734326,130000.0,4.125,732,,732,TX,44,49,42051,348,PU
132789305,170000.0,3.213,679,,679,NJ,49,52,42051,348,SF
132798920,229000.0,3.839,671,,671,FL,50,47,42051,348,PU
132817900,85000.0,3.722,728,,728,FL,47,52,42051,348,SF
132839660,181000.0,3.722,707,,707,TX,41,48,42051,348,PU
132871224,140000.0,3.839,713,,713,FL,41,47,42051,348,SF
133116500,206000.0,4.5,676,,676,TX,50,52,42051,348,SF
