128090836,130000.0,2.5,735,,735,FL,37,40,102031,120,PU
128091400,107000.0,2.49,699,,699,IL,36,44,102031,120,PU
128092411,120000.0,2.625,700,,700,TX,47,23,102031,120,PU
128092993,130000.0,1.99,691,,691,VA,42,36,102031,120,SF
128098518,219000.0,2.25,699,,699,OH,18,44,102031,120,PU
128099971,109000.0,2.625,701,740.0,720,VA,16,28,102031,120,CO
128101188,82000.0,2.625,680,,680,TX,24,42,102031,120,PU
128101426,96000.0,2.75,658,,658,AL,22,41,102031,120,SF
128102036,109000.0,2.125,683,812.0,747,FL,48,34,102031,120,PU
128104573,212000.0,2.25,666,665.0,665,CA,41,38,102031,120,PU
128105026,75000.0,2.875,646,,646,SC,40,42,102031,120,SF
128105932,87000.0,2.25,717,,717,AL,25,31,102031,120,SF
128106894,85000.0,2.625,696,696.0,696,PA,26,33,102031,120,SF
128109293,142000.0,2.5,622,678.0,650,PA,41,42,102031,120,SF
128110129,105000.0,2.178,688,707.0,697,AZ,34,33,102031,120,MH
128110518,128000.0,2.75,701,,701,AZ,35,27,102031,120,SF
128111104,51000.0,2.75,704,762.0,733,NC,22,24,102031,120,PU
128111941,156000.0,2.25,658,622.0,640,MO,44,44,102031,120,SF
128112647,100000.0,2.5,640,,640,VA,37,30,102031,120,SF
128114282,192000.0,2.5,696,716.0,706,TX,39,26,102031,120,SF
128115679,113000.0,2.25,726,748.0,737,FL,39,39,102031,120,SF
128118828,292000.0,2.0,704,693.0,698,MI,45,44,102031,120,SF
128120912,75000.0,2.5,680,,680,AL,22,35,102031,120,SF
128121917,450000.0,1.875,737,,737,CA,34,45,102031,120,SF
128123052,53000.0,2.625,714,747.0,730,CO,35,20,102031,120,SF
128123477,231000.0,2.75,722,,722,CA,39,34,102031,120,SF
128124206,84000.0,2.625,674,715.0,694,MI,13,38,102031,120,SF
128124711,62000.0,2.375,731,,731,TX,17,29,102031,120,PU
128126043,136000.0,2.75,695,687.0,691,TX,32,44,102031,120,PU
128128219,113000.0,2.0,723,751.0,737,AL,27,38,102031,120,SF
128129732,204000.0,2.375,698,,698,NJ,45,41,102031,120,SF
128130051,119000.0,2.25,700,777.0,738,ID,35,34,102031,120,SF
128130324,51000.0,2.875,689,,689,NC,44,25,102031,120,SF
128130494,97000.0,2.375,681,727.0,704,IL,30,39,102031,120,PU
128131175,136000.0,2.375,737,,737,CO,46,24,102031,120,SF
128132217,165000.0,2.25,737,,737,CO,30,20,102031,120,PU
128134125,139000.0,2.375,738,801.0,769,TX,38,45,102031,120,SF
128134596,65000.0,2.5,665,,665,PA,31,33,102031,120,SF
128135761,281000.0,2.25,680,718.0,699,CA,50,45,102031,120,SF
128137190,90000.0,2.49,696,,696,IL,35,36,102031,120,SF
128141892,175000.0,2.375,636,696.0,666,NH,16,34,102031,120,SF
128142349,100000.0,2.181,739,742.0,740,ME,21,33,102031,120,SF
128142506,128000.0,2.375,630,627.0,628,GA,40,41,102031,120,SF
128144623,34000.0,2.25,711,,711,KS,22,43,102031,120,SF
128144988,90000.0,2.25,683,653.0,668,AZ,29,37,102031,120,SF
128145135,84000.0,2.875,693,,693,IN,23,26,102031,120,PU
128147662,231000.0,2.125,711,719.0,715,NM,27,45,102031,120,SF
128147753,158000.0,2.375,732,724.0,728,CA,21,45,102031,120,SF
128149423,49000.0,2.625,704,,704,IN,21,39,102031,120,SF
128149818,220000.0,1.99,726,,726,GA,27,44,102031,120,PU
128150906,63000.0,2.75,698,,698,NC,13,22,102031,120,SF
128153682,204000.0,2.5,670,,670,GA,24,36,102031,120,PU
128153883,222000.0,1.99,736,763.0,749,MA,44,25,102031,120,SF
128154523,53000.0,3.125,707,,707,OK,17,43,102031,120,SF
128157511,119000.0,2.5,726,693.0,709,AR,32,28,102031,120,SF
128157764,110000.0,2.25,714,,714,NC,34,32,102031,120,SF
128159494,302000.0,1.875,740,,740,CA,38,31,102031,120,PU
128160350,100000.0,3.375,655,,655,UT,21,30,102031,120,SF
128160619,38000.0,2.5,731,,731,MI,21,39,102031,120,SF
128162439,158000.0,2.5,735,776.0,755,TX,28,32,102031,120,SF
128163954,265000.0,2.125,703,723.0,713,CA,39,33,102031,120,SF
128165451,62000.0,2.375,722,,722,IN,18,44,102031,120,SF
128165733,163000.0,2.375,719,,719,TX,36,43,102031,120,SF
128167196,79000.0,2.5,693,743.0,718,CA,19,27,102031,120,SF
128167369,115000.0,2.875,735,785.0,760,MT,22,38,102031,120,SF
128167602,192000.0,2.625,665,,665,NJ,48,42,102031,120,SF
128168499,53000.0,2.75,679,,679,TX,30,22,102031,120,SF
128170013,237000.0,2.75,637,,637,TX,40,41,102031,120,PU
