133555492,158000.0,5.0,709,,709,CA,45,52,72047,300,SF
133803022,165000.0,4.99,683,708.0,695,CA,43,51,82052,360,SF
133807649,514000.0,5.874,686,,686,NY,49,48,82052,360,SF
133812461,395000.0,6.141,724,677.0,700,CA,50,50,82052,360,SF
133816955,70000.0,5.75,674,,674,OH,41,47,82052,360,SF
133817269,105000.0,5.99,746,,746,VA,41,48,82052,360,SF
133817324,150000.0,5.125,691,,691,TX,43,51,82042,240,SF
133817832,235000.0,4.499,716,,716,OH,47,50,82037,180,SF
133820234,140000.0,5.875,724,,724,TX,45,47,82052,360,SF
133822094,500000.0,5.375,731,774.0,752,CA,46,50,82052,360,SF
133822161,322000.0,5.375,670,680.0,675,CA,43,50,82052,360,SF
133825179,360000.0,6.625,743,,743,TX,48,50,82052,360,PU
133825561,111000.0,6.0,678,753.0,715,MI,36,48,82052,360,SF
133827521,360000.0,5.125,734,,734,CO,47,50,82052,360,SF
133829547,142000.0,3.75,723,,723,KY,42,48,72030,96,SF
133834036,440000.0,4.875,735,721.0,728,SC,44,49,82037,180,SF
133834299,189000.0,3.99,724,745.0,734,TX,42,50,82037,180,PU
133843397,310000.0,6.25,718,694.0,706,AZ,49,52,82052,360,PU
133843508,84000.0,6.369,733,,733,SC,40,49,82052,360,SF
133844048,488000.0,5.379,699,,699,TX,49,50,82052,360,PU
133844548,449000.0,5.58,672,748.0,710,CA,42,50,82052,360,SF
133848201,186000.0,5.25,727,,727,AZ,45,50,82052,360,SF
133849227,200000.0,4.625,745,,745,MI,38,50,82052,360,SF
133851533,87000.0,6.125,734,,734,TN,49,52,82052,360,CO
133851907,193000.0,4.999,742,,742,FL,40,49,72047,300,SF
133853668,90000.0,4.875,729,,729,LA,40,50,82052,360,SF
133857205,170000.0,4.25,710,,710,TX,37,52,82037,180,SF
133857478,80000.0,5.99,710,,710,GA,42,48,82052,360,SF
133857482,135000.0,4.99,746,765.0,755,WA,35,51,82037,180,CO
133859702,187000.0,5.5,701,,701,TX,50,51,82036,168,SF
133862228,300000.0,4.875,724,794.0,759,IL,47,49,82037,180,SF
133863988,258000.0,3.625,730,,730,CO,49,52,82052,360,PU
133864207,380000.0,5.5,740,771.0,755,CA,49,47,82052,360,SF
133868321,269000.0,6.625,741,739.0,740,FL,39,52,82052,360,PU
133869291,205000.0,5.366,746,,746,CO,44,48,82052,360,SF
133869862,600000.0,4.875,742,,742,VT,38,50,82052,360,SF
133870807,200000.0,5.0,727,796.0,761,NJ,42,50,82037,180,CO
133871562,168000.0,5.5,685,,685,WI,40,49,82052,360,SF
133872727,193000.0,4.25,696,742.0,719,MA,39,49,72031,108,SF
133874770,256000.0,5.25,746,,746,AZ,41,52,82052,360,PU
133876148,300000.0,6.5,746,769.0,757,NV,42,50,82052,360,PU
133877876,243000.0,5.426,732,,732,VA,50,51,82052,360,PU
133879329,70000.0,5.25,698,,698,NY,46,52,82052,360,CO
133880045,463000.0,4.5,742,734.0,738,CA,36,48,82052,360,SF
133880578,260000.0,5.5,747,,747,CA,42,48,82052,360,SF
133887380,75000.0,4.75,722,,722,OH,39,47,82037,180,SF
133888629,75000.0,5.25,687,,687,MI,45,48,82037,180,SF
133888706,155000.0,4.5,746,780.0,763,TX,39,50,82037,180,SF
133889365,148000.0,5.875,706,,706,KY,45,50,82052,360,SF
133891304,65000.0,5.75,701,,701,OK,43,52,72047,300,SF
133894214,195000.0,5.292,749,,749,AZ,40,47,82052,360,SF
133894877,510000.0,4.625,714,,714,CO,49,52,82052,360,SF
133894942,155000.0,5.75,688,,688,FL,43,47,82052,360,SF
133895029,109000.0,3.375,670,,670,TX,43,49,62039,204,PU
133898098,299000.0,5.0,720,777.0,748,WI,50,50,82052,360,SF
133898757,240000.0,4.875,684,742.0,713,TX,48,51,82042,240,SF
133900432,425000.0,5.625,719,644.0,681,CA,48,50,82052,360,SF
133902242,128000.0,5.5,713,,713,OH,38,50,82052,360,SF
133906044,385000.0,5.375,687,,687,CA,49,51,82052,360,SF
133909434,200000.0,4.125,727,,727,FL,35,52,82037,180,SF
133913487,100000.0,5.125,737,,737,GA,35,50,82052,360,SF
133914287,322000.0,5.5,730,,730,MT,50,51,82052,360,SF
133914632,187000.0,5.2,693,,693,SC,36,47,82052,360,PU
133916860,207000.0,5.375,730,,730,MA,41,52,82052,360,SF
133917176,100000.0,5.99,689,,689,OH,40,51,82052,360,SF
133917617,388000.0,4.874,739,,739,CA,48,50,82052,360,SF
133918487,325000.0,5.25,715,,715,NY,45,50,82052,360,SF
133918593,260000.0,5.375,718,,718,MA,39,50,82052,360,CO
133920272,220000.0,4.875,721,,721,FL,38,52,82052,360,SF
133922909,725000.0,6.375,688,,688,MA,49,49,82052,360,SF
133923363,80000.0,5.75,708,,708,CT,38,49,82052,360,CO
133928565,200000.0,5.5,745,,745,MO,45,50,82052,360,SF
133933075,285000.0,5.536,702,,702,CT,39,52,82052,360,PU
133933181,485000.0,5.375,718,,718,MT,44,49,82052,360,SF
133933799,63000.0,4.5,739,,739,OH,49,50,82037,180,SF
134051956,150000.0,6.375,691,,691,MA,42,52,82052,360,SF
134054225,132000.0,5.75,750,642.0,696,WA,35,48,82052,360,SF
134054824,280000.0,5.125,715,657.0,686,UT,45,51,82052,360,SF
134055513,375000.0,5.25,731,,731,GA,47,50,82052,360,PU
134055604,176000.0,5.49,729,,729,NJ,36,48,82052,360,SF
134056396,260000.0,6.125,691,776.0,733,MA,44,50,82052,360,SF
134056603,186000.0,5.5,744,,744,IL,37,51,82052,360,CO
134057460,350000.0,5.99,690,,690,FL,43,52,82052,360,SF
134057566,169000.0,5.625,712,,712,NV,49,49,92052,360,PU
134057684,156000.0,5.325,686,,686,MN,40,50,82052,360,SF
134057713,300000.0,4.25,677,,677,WY,45,52,82052,360,SF
134058461,334000.0,4.99,688,,688,FL,50,48,82052,360,SF
134058698,215000.0,5.5,701,,701,MA,43,50,82052,360,SF
134058805,100000.0,4.625,709,720.0,714,CT,44,52,82037,180,SF
134059014,185000.0,5.625,683,,683,GA,41,52,82052,360,SF
134059139,140000.0,4.875,714,676.0,695,FL,37,48,82037,180,SF
134059611,208000.0,6.0,718,797.0,757,CA,46,47,82052,360,SF
134060282,169000.0,5.5,736,,736,IL,40,47,82052,360,SF
134060498,153000.0,4.875,702,,702,GA,44,47,92052,360,CO
134060504,90000.0,5.375,715,,715,NC,49,51,82052,360,SF
134060692,225000.0,5.99,702,,702,NV,42,48,82052,360,SF
134060742,250000.0,5.32,750,749.0,749,NC,50,50,82052,360,PU
134060758,332000.0,5.5,670,,670,MA,49,49,82052,360,SF
134061265,151000.0,4.375,693,,693,UT,45,48,82052,360,CO
134061781,225000.0,4.875,740,737.0,738,CA,50,50,82052,360,SF
134061995,184000.0,5.25,704,,704,FL,50,50,92052,360,SF
134062211,117000.0,5.99,670,,670,GA,35,47,82052,360,PU
134062836,259000.0,4.75,691,694.0,692,CA,40,52,82052,360,SF
134063034,200000.0,4.875,732,,732,WA,48,47,82032,120,SF
134064034,317000.0,5.625,705,,705,CO,49,52,82052,360,PU
134064408,207000.0,5.49,673,,673,GA,35,50,82052,360,PU
134064623,213000.0,5.375,702,,702,RI,40,50,82052,360,SF
134064788,153000.0,5.5,693,712.0,702,TX,42,50,82052,360,PU
134065026,215000.0,5.272,749,,749,CA,49,51,92052,360,SF
134065113,647000.0,5.625,709,,709,ID,49,52,82052,360,PU
134065503,167000.0,5.5,705,,705,MI,43,48,82052,360,SF
134065647,74000.0,6.0,701,,701,KS,42,48,82052,360,SF
134065816,150000.0,6.49,731,,731,GA,41,47,82052,360,SF
134065923,130000.0,6.1,704,679.0,691,NC,45,52,92052,360,MH
134066264,500000.0,4.375,689,,689,NC,42,50,82037,180,SF
134066342,400000.0,4.0,734,,734,CA,48,49,92032,120,SF
134066555,275000.0,4.25,697,744.0,720,KY,50,47,82037,180,PU
134068125,83000.0,5.99,712,,712,MI,49,51,82052,360,SF
134068359,100000.0,5.375,701,,701,NY,38,52,82042,240,SF
134068446,467000.0,5.375,701,,701,AZ,36,48,82052,360,PU
134068722,156000.0,4.99,694,,694,GA,43,48,82042,240,SF
